sheet_number,sheet_name,discipline,page_number,scope_package,bid_item,subheading,n_regions,verdict,reason,extracted_text_sample,json_text_sample,quad_px_boxes
A-425,Equipment Plans & Schedule,Architectural,10,Residential Equipment,Furnish & Install Range Hood,Residential Appliances,7,RIGHT,"Referenced text (""RH1 RANGE HOOD GE STANDARD RANGE HOOD, WHITE, JN327HWW X | RH1 RANGE HOOD | RH1 RANGE HOOD | RH1 RANGE HOOD | RH1 RANGE HOOD | RH1 | RH1"") supports the item; matched terms: hood, range.","RH1 RANGE HOOD GE STANDARD RANGE HOOD, WHITE, JN327HWW X | RH1 RANGE HOOD | RH1 RANGE HOOD | RH1 RANGE HOOD | RH1 RANGE HOOD | RH1 | RH1","RH1 RANGE HOOD GE STANDARD RANGE HOOD, WHITE, JN327HWW X | RANGE HOOD | RH1 | RANGE HOOD | RH1 | RH1 | RH1",
A-425,Equipment Plans & Schedule,Architectural,10,Residential Equipment,Furnish & Install Oven/Range,Residential Appliances,10,RIGHT,"Referenced text (""OV1 OVEN/RANGE GE 30""W x 36""H FREE-STANDING ELECTRIC RANGE, WHITE, JB256DMWW X | OV2 OVEN/RANGE GE 30""W x 34""H FREE-STANDING ELECTRIC RANGE, ADA COMPL"") supports the item; matched terms: oven, range.","OV1 OVEN/RANGE GE 30""W x 36""H FREE-STANDING ELECTRIC RANGE, WHITE, JB256DMWW X | OV2 OVEN/RANGE GE 30""W x 34""H FREE-STANDING ELECTRIC RANGE, ADA COMPLIANT, WHITE X | OV1 OVEN/RANGE | OV2 OVEN/RANGE | OV1 OVEN/RANGE | OV2 OVEN/RANGE | OV1 | OV2 | OV1 | OV2","OV1 OVEN/RANGE GE 30""W x 36""H FREE-STANDING ELECTRIC RANGE, WHITE, JB256DMWW X | OV2 OVEN/RANGE GE 30""W x 34""H FREE-STANDING ELECTRIC RANGE, ADA COMPLIANT, WHITE X | OVEN/RANGE | OVEN/RANGE | OVEN/RANGE | OVEN/RANGE | OV1 | OV2 | OV1 | OV2",
A-425,Equipment Plans & Schedule,Architectural,10,Residential Equipment,Furnish & Install Microwave,Residential Appliances,6,RIGHT,"Referenced text (""MW1 MICROWAVE | MW1 MICROWAVE | MW | MW | MW | MW1 MICROWAVE"") supports the item; matched terms: microwave.",MW1 MICROWAVE | MW1 MICROWAVE | MW | MW | MW | MW1 MICROWAVE,MICROWAVE | MICROWAVE | MW | MW | MW | MICROWAVE,
A-425,Equipment Plans & Schedule,Architectural,10,Residential Equipment,Furnish & Install Dishwasher,Residential Appliances,10,RIGHT,"Referenced text (""DW1 DISHWASHER GE DISHWASHER WITH FRONT CONTROLS, WHITE, GDF450PGRWW X | DW2 DISHWASHER GE DISHWASHER WITH HIDDEN CONTROLS, ADA COMPLIANT, WHITE, GDT2"") supports the item; matched terms: dishwasher.","DW1 DISHWASHER GE DISHWASHER WITH FRONT CONTROLS, WHITE, GDF450PGRWW X | DW2 DISHWASHER GE DISHWASHER WITH HIDDEN CONTROLS, ADA COMPLIANT, WHITE, GDT225SGLWW X | DW1 DISHWASHER | DW2 DISHWASHER | DW1 DISHWASHER | DW2 DISHWASHER | DW1 | DW2 | DW1 | DW2","DW1 DISHWASHER GE DISHWASHER WITH FRONT CONTROLS, WHITE, GDF450PGRWW X | DW2 DISHWASHER GE DISHWASHER WITH HIDDEN CONTROLS, ADA COMPLIANT, WHITE, GDT225SGLWW X | DISHWASHER | DISHWASHER | DISHWASHER | DISHWASHER | DW1 | DW2 | DW1 | DW2",
A-425,Equipment Plans & Schedule,Architectural,10,Residential Equipment,Furnish & Install Garbage Disposal,Residential Appliances,9,RIGHT,"Referenced text (""GD1 DISPOSAL 3/4 HP STANDARD SERIES WALL SWITCH X | GD1 DISPOSAL | GD1 DISPOSAL | GD1 DISPOSAL | GD1 DISPOSAL | GD1 | GD1 | GD1 | GD1"") supports the item; matched terms: disposal.",GD1 DISPOSAL 3/4 HP STANDARD SERIES WALL SWITCH X | GD1 DISPOSAL | GD1 DISPOSAL | GD1 DISPOSAL | GD1 DISPOSAL | GD1 | GD1 | GD1 | GD1,GD1 DISPOSAL 3/4 HP STANDARD SERIES WALL SWITCH X | DISPOSAL | DISPOSAL | DISPOSAL | DISPOSAL | GD1 | GD1 | GD1 | GD1,
A-425,Equipment Plans & Schedule,Architectural,10,Residential Equipment,Furnish & Install Refrigerator,Residential Appliances,9,RIGHT,"Referenced text (""FR1 FRIDGE GE 21.9 CU.FT. TOP-FREEZER REFRIGERATOR, WHITE, GTS22KGNWW X | FR1 FRIDGE | FR1 FRIDGE | FR1 FRIDGE | FR1 FRIDGE | FR1 | FR1 | FR1 | FR1"") supports the item; matched terms: refrigerator.","FR1 FRIDGE GE 21.9 CU.FT. TOP-FREEZER REFRIGERATOR, WHITE, GTS22KGNWW X | FR1 FRIDGE | FR1 FRIDGE | FR1 FRIDGE | FR1 FRIDGE | FR1 | FR1 | FR1 | FR1","FR1 FRIDGE GE 21.9 CU.FT. TOP-FREEZER REFRIGERATOR, WHITE, GTS22KGNWW X | FRIDGE | FRIDGE | FRIDGE | FRIDGE | FR1 | FR1 | FR1 | FR1",
A-425,Equipment Plans & Schedule,Architectural,10,Residential Equipment,Refer to the Residential Equipment schedules,Schedules,1,RIGHT,"Referenced text (""GENERAL INFORMATION PROVISIONS MARK EQUIPMENT DESCRIPTION COMMENTS CFCI OFCI OFOI TENANT BR1 BIKE RACK HANGING BIKE RACK X BR2 BIKE RACK IN GROUND MOU"") supports the item; matched terms: equipment.","GENERAL INFORMATION PROVISIONS MARK EQUIPMENT DESCRIPTION COMMENTS CFCI OFCI OFOI TENANT BR1 BIKE RACK HANGING BIKE RACK X BR2 BIKE RACK IN GROUND MOUNTED U-SHAPED BIKE RACK X CR1 CURTAIN ROD BASIS OF DESIGN: KOHLER EXPANSE K-9350-SN VIBRANT POLISHED NICKEL. FIXED ENDS. SHOWER AND BATHTUB LOCATIONS. SEE INTEIROR ELEVATIONS FOR MOUNTING HEIGHTS X CR2 CLST ROD CLOSET ROD, CHROME, FIXED ENDS X DR1 DR",Specialty Equipment Schedule,
A-425,Equipment Plans & Schedule,Architectural,10,Window Treatments,Furnish & Install Window Shades,Roller Shades,57,RIGHT,"Referenced text (""WS1 SHADE WINDOW SHADE, ~2'-3 1/2'W X | WS2 SHADE WINDOW SHADE, ~2'-5 1/2'W X | WS3 SHADE WINDOW SHADE, ~3'-1 1/2'W X | WS4 SHADE WINDOW SHADE, ~4'-5 "") supports the item; matched terms: shade, window.","WS1 SHADE WINDOW SHADE, ~2'-3 1/2'W X | WS2 SHADE WINDOW SHADE, ~2'-5 1/2'W X | WS3 SHADE WINDOW SHADE, ~3'-1 1/2'W X | WS4 SHADE WINDOW SHADE, ~4'-5 1/2'W X | WS1 SHADE | WS1 SHADE | WS1 SHADE | WS4 SHADE | WS4 SHADE | WS2 SHADE | WS2 SHADE | WHERE WINDOW EXISTS | WS1 SHADE | WS1 SHADE | WS1 SHADE | WS4 SHADE | WS4 SHADE | WS1 SHADE | WS1 SHADE | WS1 SHADE | WS4 SHADE | WS4 SHADE | WS3 SHADE | WS","WS1 SHADE WINDOW SHADE, ~2'-3 1/2'W X | WS2 SHADE WINDOW SHADE, ~2'-5 1/2'W X | WS3 SHADE WINDOW SHADE, ~3'-1 1/2'W X | WS4 SHADE WINDOW SHADE, ~4'-5 1/2'W X | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | WHERE WINDOW EXISTS | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | SHADE | WS1 | WS1 ",
A-425,Equipment Plans & Schedule,Architectural,10,Furnishings and Accessories,Furnish & Install Curtain Rods,Others,9,RIGHT,"Referenced text (""CR1 CURTAIN ROD BASIS OF DESIGN: KOHLER EXPANSE K-9350-SN VIBRANT POLISHED NICKEL. FIXED ENDS. SHOWER AND BATHTUB LOCATIONS. SEE INTEIROR ELEVATIONS F"") supports the item; matched terms: curtain.",CR1 CURTAIN ROD BASIS OF DESIGN: KOHLER EXPANSE K-9350-SN VIBRANT POLISHED NICKEL. FIXED ENDS. SHOWER AND BATHTUB LOCATIONS. SEE INTEIROR ELEVATIONS FOR MOUNTING HEIGHTS X | CR1 CURTAIN ROD | CR1 CURTAIN ROD | CR1 CURTAIN ROD | TOWEL HOOK CR1 CURTAIN ROD | CR1 | CR1 | CR1 | TOWEL HOOK CR1,CR1 CURTAIN ROD BASIS OF DESIGN: KOHLER EXPANSE K-9350-SN VIBRANT POLISHED NICKEL. FIXED ENDS. SHOWER AND BATHTUB LOCATIONS. SEE INTEIROR ELEVATIONS FOR MOUNTING HEIGHTS X | CURTAIN ROD | CURTAIN ROD | CURTAIN ROD | CURTAIN ROD | CR1 | CR1 | CR1 | CR1,
A-425,Equipment Plans & Schedule,Architectural,10,Furnishings and Accessories,Furnish & Install Shower Caddies,Others,9,RIGHT,"[Manual review] Referenced text (""SC1 SHWR CADDY, BASIS OF DESIGN: BCI SURROUND, FOUR SHELF CADDY"") directly matches the item.","SC1 SHWR CADDY BASIS OF DESIGN: BCI SURROUND, FOUR SHELF CADDY X | SC1 SHWR CADDY | SC1 SHWR CADDY | SC1 SHWR CADDY | SC1 SHWR CADDY | SC1 | SC1 | SC1 | SC1","SC1 SHWR CADDY BASIS OF DESIGN: BCI SURROUND, FOUR SHELF CADDY X | SHWR CADDY | SHWR CADDY | SHWR CADDY | SHWR CADDY | SC1 | SC1 | SC1 | SC1",
A-425,Equipment Plans & Schedule,Architectural,10,Furnishings and Accessories,Furnish & Install Toilet Paper Holders,Others,9,RIGHT,"Referenced text (""TP1 TP HOLDER BASIS OF DESIGN: KOHLER PARALLEL K-23528-CP POLISHED CHROME. MOUNTING HEIGHT: 30"" AFF X | TP1 TP HOLDER | TP1 TP HOLDER | TP1 TP HOLDER "") supports the item; matched terms: holder.","TP1 TP HOLDER BASIS OF DESIGN: KOHLER PARALLEL K-23528-CP POLISHED CHROME. MOUNTING HEIGHT: 30"" AFF X | TP1 TP HOLDER | TP1 TP HOLDER | TP1 TP HOLDER | TP1 TP HOLDER | TP1 | TP1 | TP1 | TP1","TP1 TP HOLDER BASIS OF DESIGN: KOHLER PARALLEL K-23528-CP POLISHED CHROME. MOUNTING HEIGHT: 30"" AFF X | TP HOLDER | TP HOLDER | TP HOLDER | TP HOLDER | TP1 | TP1 | TP1 | TP1",
A-425,Equipment Plans & Schedule,Architectural,10,Furnishings and Accessories,Furnish & Install Mirrors,Others,9,RIGHT,"Referenced text (""MR1 MIRROR 28""W X 36""H FRAMELESS, CAULKED EDGE X | MR1 MIRROR | MR1 MIRROR | MR1 MIRROR | MR1 MIRROR | MR1 | MR1 | MR1 | MR1"") supports the item; matched terms: mirror.","MR1 MIRROR 28""W X 36""H FRAMELESS, CAULKED EDGE X | MR1 MIRROR | MR1 MIRROR | MR1 MIRROR | MR1 MIRROR | MR1 | MR1 | MR1 | MR1","MR1 MIRROR 28""W X 36""H FRAMELESS, CAULKED EDGE X | MIRROR | MIRROR | MIRROR | MIRROR | MR1 | MR1 | MR1 | MR1",
A-425,Equipment Plans & Schedule,Architectural,10,Furnishings and Accessories,Furnish & Install Towel Rings,Others,9,RIGHT,"Referenced text (""TR1 TOWEL RING BASIS OF DESIGN: KOHLER TONE K-27428-CP POLISHED CHROME. MOUNTING HEIGHT: 24"" ABOVE COUNTERTOP X | TR1 TOWEL RING | TR1 TOWEL RING | TR"") supports the item; matched terms: ring, towel.","TR1 TOWEL RING BASIS OF DESIGN: KOHLER TONE K-27428-CP POLISHED CHROME. MOUNTING HEIGHT: 24"" ABOVE COUNTERTOP X | TR1 TOWEL RING | TR1 TOWEL RING | TR1 TOWEL RING | TR1 TOWEL RING | TR1 | TR1 | TR1 | TR1","TR1 TOWEL RING BASIS OF DESIGN: KOHLER TONE K-27428-CP POLISHED CHROME. MOUNTING HEIGHT: 24"" ABOVE COUNTERTOP X | TOWEL RING | TOWEL RING | TOWEL RING | TOWEL RING | TR1 | TR1 | TR1 | TR1",
A-425,Equipment Plans & Schedule,Architectural,10,Furnishings and Accessories,Furnish & Install Towel Hooks,Others,7,RIGHT,"Referenced text (""TH1 TOWEL HOOK BASIS OF DESIGN: KOHLER PARALLEL K-23529-CP POLISHED CHROME. MOUNTING HEIGHT: 48"" AFF X | TH1 TOWEL HOOK | TH1 TOWEL HOOK CR1 | TH1 TOW"") supports the item; matched terms: hook, towel.","TH1 TOWEL HOOK BASIS OF DESIGN: KOHLER PARALLEL K-23529-CP POLISHED CHROME. MOUNTING HEIGHT: 48"" AFF X | TH1 TOWEL HOOK | TH1 TOWEL HOOK CR1 | TH1 TOWEL HOOK | TH1 | TH1 | TH1","TH1 TOWEL HOOK BASIS OF DESIGN: KOHLER PARALLEL K-23529-CP POLISHED CHROME. MOUNTING HEIGHT: 48"" AFF X | TOWEL HOOK | TOWEL HOOK | TH1 TOWEL HOOK | TH1 | TH1 | TH1",
A-425,Equipment Plans & Schedule,Architectural,10,Site Improvements,Furnish & Install — Bike Racks,Site Furnishings (Fixed),14,RIGHT,"Referenced text (""BR1 BIKE RACK HANGING BIKE RACK X | BR2 BIKE RACK IN GROUND MOUNTED U-SHAPED BIKE RACK X | BR1 BIKE RACK | BR1 BIKE RACK | BR2 BIKE RACK | BR1 BIKE RA"") supports the item; matched terms: bike, rack, racks.","BR1 BIKE RACK HANGING BIKE RACK X | BR2 BIKE RACK IN GROUND MOUNTED U-SHAPED BIKE RACK X | BR1 BIKE RACK | BR1 BIKE RACK | BR2 BIKE RACK | BR1 BIKE RACK | BR1 BIKE RACK | BASIS OF DESIGN: THEPARK AND FACILITIES, DOUBLEUP SINGLE SIDED BIKE RACK, MODEL 398-4002 (4 RACKS) | BASIS OF DESIGN: THE RAMBLER WIDE BIKE RACK, SURFACE-MOUNTED | BR1 | BR1 | BR2 | BR1 | BR1","BR1 BIKE RACK HANGING BIKE RACK X | BR2 BIKE RACK IN GROUND MOUNTED U-SHAPED BIKE RACK X | BIKE RACK | BIKE RACK | BIKE RACK | BIKE RACK | BIKE RACK | BASIS OF DESIGN: THEPARK AND FACILITIES, DOUBLEUP SINGLE SIDED BIKE RACK, MODEL 398-4002 (4 RACKS) | BASIS OF DESIGN: THE RAMBLER WIDE BIKE RACK, SURFACE-MOUNTED | BR1 | BR1 | BR2 | BR1 | BR1",
A-425,Equipment Plans & Schedule,Architectural,10,Communications,Furnish & Install — Infrastructure for Intermediate Distribution Frame (IDF) Rooms,Data Network Equipment,2,RIGHT,"Referenced text (""IDF 4000 | WHERE IDF ROOM EXISTS"") supports the item; matched terms: idf, room.",IDF 4000 | WHERE IDF ROOM EXISTS,IDF 4000 | WHERE IDF ROOM EXISTS,
A-425,Equipment Plans & Schedule,Architectural,10,Electronic Safety and Security,Furnish & Install Knox Box for Emergency Access,Access Control,3,RIGHT,"Referenced text (""KX1 KNOX KNOX BOX X | KX1 KNOX | KX1"") supports the item; matched terms: box, knox.",KX1 KNOX KNOX BOX X | KX1 KNOX | KX1,KX1 KNOX KNOX BOX X | KNOX | KX1,
A-425,Equipment Plans & Schedule,Architectural,10,Miscellaneous Metals,Furnish & Install Grab Bars,Emergency Aid Devices,6,RIGHT,"Referenced text (""GB3 GRAB BAR | GB1 GRAB BAR | GB1 GRAB BAR | GB3 GRAB BAR | GB1 GRAB BAR | GB1 GRAB BAR"") supports the item; matched terms: grab.",GB3 GRAB BAR | GB1 GRAB BAR | GB1 GRAB BAR | GB3 GRAB BAR | GB1 GRAB BAR | GB1 GRAB BAR,GRAB BAR | GRAB BAR | GRAB BAR | GRAB BAR | GRAB BAR | GRAB BAR,
A-602,Door & Window Details,Architectural,11,Masonry,Furnish & Install Brick Veneer System,Brick Veneer,4,RIGHT,"Referenced text (""BRICK FINISH | BRICK FINISH | BRICK FINISH | BRICK VENEER"") supports the item; matched terms: brick, veneer.",BRICK FINISH | BRICK FINISH | BRICK FINISH | BRICK VENEER,BRICK FINISH | BRICK FINISH | BRICK FINISH | BRICK VENEER,
A-602,Door & Window Details,Architectural,11,Masonry,Furnish & Install Masonry Weep Vents,Masonry Accessories,1,RIGHT,"Referenced text (""MASONRY WEEPS @ 24"" O.C. MINIMUM"") supports the item; matched terms: masonry, weep.","MASONRY WEEPS @ 24"" O.C. MINIMUM","MASONRY WEEPS @ 24"" O.C. MINIMUM",
A-602,Door & Window Details,Architectural,11,Masonry,Furnish & Install Brick Soldier Course,Brick Veneer,1,RIGHT,"Referenced text (""BRICK VENEER, SOLDIER COURSE"") supports the item; matched terms: brick, course, soldier, veneer.","BRICK VENEER, SOLDIER COURSE","BRICK VENEER, SOLDIER COURSE",
A-602,Door & Window Details,Architectural,11,Rough Carpentry,Furnish & Install Wood Framing,Wood Framing,17,RIGHT,"Referenced text (""HEADER PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | "") supports the item; matched terms: fram, framing.","HEADER PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | JAMB STUD PER STRUCTURAL PLANS | JAMB STUD PER STRUCTURAL PLANS | JAMB STUD PER STRUCTURAL PLANS | JAMB STUD PER STRUCTURAL PLANS | JAMB STUD PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | SILL PLATE & CRIPPLE STUDS PER WALL TYPE, SEE FLOOR PLA","HEADER PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | JAMB STUD PER STRUCTURAL PLANS | JAMB STUD PER STRUCTURAL PLANS | JAMB STUD PER STRUCTURAL PLANS | JAMB STUD PER STRUCTURAL PLANS | JAMB STUD PER STRUCTURAL PLANS | HEADER PER STRUCTURAL PLANS | SILL PLATE & CRIPPLE STUDS PER WALL TYPE, SEE FLOOR PLA",
A-602,Door & Window Details,Architectural,11,Rough Carpentry,Furnish & Install Fasteners,Others,1,RIGHT,"[Manual review] Referenced text (""HOT-DIP GALV. RING SHANK NAIL @ 12\"" O.C."") is a fastener specification, matching the item.","HOT-DIP GALV. RING SHANK NAIL @ 12"" O.C.","HOT-DIP GALV. RING SHANK NAIL @ 12"" O.C.",
A-602,Door & Window Details,Architectural,11,Rough Carpentry,Furnish & Install Structural Sheathing,Sheathing,1,NEEDS_REVIEW,"Region text (""EXTERIOR WALL SUBSTRATE"") does not obviously contain matching keywords for ""Furnish & Install Structural Sheathing"" - verify by eye.",EXTERIOR WALL SUBSTRATE,EXTERIOR WALL SUBSTRATE,"2114,1735,2192,1735,2192,1762,2114,1762"
A-602,Door & Window Details,Architectural,11,Dampproofing and Waterproofing,"Furnish & Install Mechanically Fastened, Vapor Permeable Air And Water Barrier",Others,5,RIGHT,"Referenced text (""MECHANICALLY FASTENED MEMBRANE AIR AND WATER BARRIER, VAPOR PERMEABLE | MECHANICALLY FASTENED MEMBRANE AIR AND WATER BARRIER, VAPOR PERMEABLE | MECHAN"") supports the item; matched terms: air, barrier, fastened, mechanically, permeable, vapor, water.","MECHANICALLY FASTENED MEMBRANE AIR AND WATER BARRIER, VAPOR PERMEABLE | MECHANICALLY FASTENED MEMBRANE AIR AND WATER BARRIER, VAPOR PERMEABLE | MECHANICALLY FASTENED MEMBRANE AIR AND WATER BARRIER, VAPOR PERMEABLE | MECHANICALLY FASTENED MEMBRANE AIR AND WATER BARRIER, VAPOR PERMEABLE | MECHANICALLY FASTENED MEMBRANE AIR AND WATER BARRIER, VAPOR PERMEABLE","MECHANICALLY FASTENED MEMBRANE AIR AND WATER BARRIER, VAPOR PERMEABLE | MECHANICALLY FASTENED MEMBRANE AIR AND WATER BARRIER, VAPOR PERMEABLE | MECHANICALLY FASTENED MEMBRANE AIR AND WATER BARRIER, VAPOR PERMEABLE | MECHANICALLY FASTENED MEMBRANE AIR AND WATER BARRIER, VAPOR PERMEABLE | MECHANICALLY FASTENED MEMBRANE AIR AND WATER BARRIER, VAPOR PERMEABLE",
A-602,Door & Window Details,Architectural,11,Dampproofing and Waterproofing,Furnish & Install Weather Resistant Barrier (WRB),Others,4,RIGHT,"Referenced text (""WEATHER RESISTANT BARRIER (WRB) | WEATHER RESISTANT BARRIER (WRB) | WEATHER RESISTANT BARRIER (WRB) | WEATHER RESISTANT BARRIER (WRB)"") supports the item; matched terms: barrier, resistant, weather, wrb.",WEATHER RESISTANT BARRIER (WRB) | WEATHER RESISTANT BARRIER (WRB) | WEATHER RESISTANT BARRIER (WRB) | WEATHER RESISTANT BARRIER (WRB),WEATHER RESISTANT BARRIER (WRB) | WEATHER RESISTANT BARRIER (WRB) | WEATHER RESISTANT BARRIER (WRB) | WEATHER RESISTANT BARRIER (WRB),
A-602,Door & Window Details,Architectural,11,Thermal Protection,Furnish & Install Thermal Batt Insulation,Batt Insulation,9,RIGHT,"Referenced text (""R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT IN"") supports the item; matched terms: batt, insulation.",R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION,R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION | R-21 BATT INSULATION,
A-602,Door & Window Details,Architectural,11,Thermal Protection,Furnish & Install Mineral Wool Insulation,Rigid Insulation,11,RIGHT,"Referenced text (""1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOO"") supports the item; matched terms: insulation, mineral, wool.","1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION","1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION | 1-1/4"" MINERAL WOOL INSULATION",
A-602,Door & Window Details,Architectural,11,Thermal Protection,Furnish & Install Acoustic Batt Insulation,Batt Insulation,4,RIGHT,"[Manual review] Referenced text (""SOUND ATTENUATION BLANKET; WHERE OCCURS, SEE WALL TYPES"") is the project's term for acoustic batt insulation, matching the item.","SOUND ATTENUATION BLANKET; WHERE OCCURS, SEE WALL TYPES | SOUND ATTENUATION BLANKET; WHERE OCCURS, SEE WALL TYPES | SOUND ATTENUATION BLANKET; WHERE OCCURS, SEE WALL TYPES | SOUND ATTENUATION BLANKET; WHERE OCCURS, SEE WALL TYPES","SOUND ATTENUATION BLANKET; WHERE OCCURS, SEE WALL TYPES | SOUND ATTENUATION BLANKET; WHERE OCCURS, SEE WALL TYPES | SOUND ATTENUATION BLANKET; WHERE OCCURS, SEE WALL TYPES | SOUND ATTENUATION BLANKET; WHERE OCCURS, SEE WALL TYPES",
A-602,Door & Window Details,Architectural,11,Thermal Protection,Furnish & Install Rigid Insulation,Rigid Insulation,1,RIGHT,"Referenced text (""RIDGED INSULATION"") supports the item; matched terms: insulation.",RIDGED INSULATION,RIDGED INSULATION,
A-602,Door & Window Details,Architectural,11,Thermal Protection,Furnish & Install Weather Resistant Barrier,Others,1,RIGHT,"Referenced text (""WEATHER RESISTANT BARRIER (WRB)"") supports the item; matched terms: barrier, resistant, weather.",WEATHER RESISTANT BARRIER (WRB),WEATHER RESISTANT BARRIER (WRB),
A-602,Door & Window Details,Architectural,11,Membrane Roofing,Furnish & Install Self-Adhered Single-Ply Roofing Membrane,Others,1,RIGHT,"Referenced text (""SINGLE PLY ROOF, SEE ROOF PLAN FOR ASSEMBLY TYPE"") supports the item; matched terms: roof.","SINGLE PLY ROOF, SEE ROOF PLAN FOR ASSEMBLY TYPE","SINGLE PLY ROOF, SEE ROOF PLAN FOR ASSEMBLY TYPE",
A-602,Door & Window Details,Architectural,11,Roofing and Siding Panels,Furnish & Install Horizontal Composite Siding,Fiber Cement Siding,4,RIGHT,"Referenced text (""COMPOSITE SIDING - HORIZONTAL (CS-2) | COMPOSITE SIDING - HORIZONTAL (CS-2) | COMPOSITE SIDING - HORIZONTAL (CS-2) | COMPOSITE SIDING - HORIZONTAL (CS"") supports the item; matched terms: composite, horizontal, sid, siding.",COMPOSITE SIDING - HORIZONTAL (CS-2) | COMPOSITE SIDING - HORIZONTAL (CS-2) | COMPOSITE SIDING - HORIZONTAL (CS-2) | COMPOSITE SIDING - HORIZONTAL (CS-2),COMPOSITE SIDING - HORIZONTAL (CS-2) | COMPOSITE SIDING - HORIZONTAL (CS-2) | COMPOSITE SIDING - HORIZONTAL (CS-2) | COMPOSITE SIDING - HORIZONTAL (CS-2),
A-602,Door & Window Details,Architectural,11,Roofing and Siding Panels,Furnish & Install Vertical Composite Siding,Fiber Cement Siding,2,RIGHT,"Referenced text (""COMPOSITE SIDING - VERTICAL (CS-1) | COMPOSITE SIDING - VERTICAL (CS-1)"") supports the item; matched terms: composite, sid, siding, vertical.",COMPOSITE SIDING - VERTICAL (CS-1) | COMPOSITE SIDING - VERTICAL (CS-1),COMPOSITE SIDING - VERTICAL (CS-1) | COMPOSITE SIDING - VERTICAL (CS-1),
A-602,Door & Window Details,Architectural,11,Flashing and Sheet Metal,Furnish & Install Self-Adhered and Flexible Flashing Membrane,Others,6,RIGHT,"Referenced text (""FLASHING MEMBRANE | FLASHING MEMBRANE | FLASHING MEMBRANE | FLASHING MEMBRANE | SELF ADHERED FLASHING MEMBRANE | SILL FLASHING"") supports the item; matched terms: flash, flashing, membrane.",FLASHING MEMBRANE | FLASHING MEMBRANE | FLASHING MEMBRANE | FLASHING MEMBRANE | SELF ADHERED FLASHING MEMBRANE | SILL FLASHING,FLASHING MEMBRANE | FLASHING MEMBRANE | FLASHING MEMBRANE | FLASHING MEMBRANE | SELF ADHERED FLASHING MEMBRANE | SILL FLASHING,
